tweet_id,text,name,jpg_url,favorite_count,retweet_count,user_count,dog_stage,date,time,rating,dog_breed,conf_lvl
889278841981685760,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek https://t.co/WpHvrQedPb,Oliver,https://pbs.twimg.com/media/CT51-JJUEAA6hV8.jpg,25652.0,5637.0,3200889.0,,2017-07-24,00:19:32,13.0,Lhasa,0.58233
888917238123831296,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN,Jim,https://pbs.twimg.com/media/CT54YGiWUAEZnoK.jpg,29611.0,4709.0,3200889.0,,2017-07-23,00:22:39,12.0,English_setter,0.298617
888078434458587136,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,Gerald,https://pbs.twimg.com/media/CT8g3BpUEAAuFjg.jpg,30779.0,5609.0,3200890.0,,2017-07-20,16:49:33,12.0,Maltese_dog,0.8575309999999999
887517139158093824,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) https://t.co/20VrLAA8ba,None,https://pbs.twimg.com/media/CT9OwFIWEAMuRje.jpg,69871.0,18781.0,3200890.0,,2017-07-19,03:39:09,14.0,Newfoundland,0.278407
887473957103951883,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,Canela,https://pbs.twimg.com/media/CT9Vn7PWoAA_ZCM.jpg,34222.0,10737.0,3200890.0,,2017-07-19,00:47:34,13.0,golden_retriever,0.8587440000000001
887343217045368832,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,None,https://pbs.twimg.com/media/CT9cx0tUEAAhNN_.jpg,31061.0,6167.0,3200890.0,,2017-07-18,16:08:03,13.0,malamute,0.33687399999999995
886983233522544640,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,Maya,https://pbs.twimg.com/media/CT9vZEYWUAAlZ05.jpg,12306.0,3443.0,3200890.0,,2017-07-17,16:17:36,13.0,soft-coated_wheaten_terrier,0.326467
886736880519319552,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",Mingus,https://pbs.twimg.com/media/CT-D2ZHWIAA3gK1.jpg,22798.0,4610.0,3200890.0,,2017-07-16,23:58:41,13.0,Chihuahua,0.978108
886680336477933568,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,Derek,https://pbs.twimg.com/media/CT-NvwmW4AAugGZ.jpg,21524.0,3316.0,3200890.0,,2017-07-16,20:14:00,13.0,black-and-tan_coonhound,0.529139
886267009285017600,@NonWhiteHat @MayhewMayhem omg hello tanner you are a scary good boy 12/10 would pet with extreme caution,None,https://pbs.twimg.com/media/CT-YWb7U8AA7QnN.jpg,28469.0,6523.0,3200890.0,,2017-07-15,16:51:35,12.0,toy_terrier,0.14968
886258384151887873,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,Waffles,https://pbs.twimg.com/media/CT-aggCXAAIMfT3.jpg,0.0,108.0,3200890.0,,2017-07-15,16:17:19,13.0,Blenheim_spaniel,0.906777
885984800019947520,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,Jimbo,https://pbs.twimg.com/media/CT-jNYqW4AAPi2M.jpg,36689.0,6683.0,3200890.0,,2017-07-14,22:10:11,12.0,Irish_terrier,0.104109
885528943205470208,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,Maisey,https://pbs.twimg.com/media/CT-nsTQWEAEkyDn.jpg,20788.0,3899.0,3200890.0,,2017-07-13,15:58:47,13.0,Chesapeake_Bay_retriever,0.18413
885518971528720385,I have a new hero and his name is Howard. 14/10 https://t.co/gzLHboL7Sk,None,https://pbs.twimg.com/media/CT-pKmRWIAAxUWj.jpg,0.0,19297.0,3200890.0,,2017-07-13,15:19:09,14.0,Chihuahua,0.6718529999999999
885167619883638784,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,None,https://pbs.twimg.com/media/CT-5Bs-WUAA2JeC.jpg,68152.0,16439.0,3200890.0,,2017-07-12,16:03:00,13.0,dalmatian,0.278954
884925521741709313,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",Earl,https://pbs.twimg.com/media/CUBl6IwVAAA9_zT.jpg,28514.0,6096.0,3200890.0,,2017-07-12,00:01:00,12.0,Ibizan_hound,0.0443334
884876753390489601,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,Lola,https://pbs.twimg.com/media/CUBqKnLWwAA5OQB.jpg,24765.0,5100.0,3200890.0,,2017-07-11,20:47:12,13.0,Border_collie,0.447803
884562892145688576,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,Kevin,https://pbs.twimg.com/media/CUCQTpEWEAA7EDz.jpg,27478.0,5856.0,3200890.0,,2017-07-11,00:00:02,13.0,German_shepherd,0.975401
884441805382717440,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",None,https://pbs.twimg.com/media/CUCZLHlUAAAeAig.jpg,74423.0,21298.0,3200890.0,,2017-07-10,15:58:53,14.0,Labrador_retriever,0.887707
884247878851493888,OMG HE DIDN'T MEAN TO HE WAS JUST TRYING A LITTLE BARKOUR HE'S SUPER SORRY 13/10 WOULD FORGIVE IMMEDIATE https://t.co/uF3pQ8Wubj,None,https://pbs.twimg.com/media/CUC74aTWoAInZey.jpg,20771.0,3128.0,3200890.0,,2017-07-10,03:08:17,13.0,miniature_poodle,0.546933
884162670584377345,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,Yogi,https://pbs.twimg.com/media/CUDeDoWUYAAD-EM.jpg,22349.0,3586.0,3200890.0,doggo,2017-07-09,21:29:42,12.0,miniature_pinscher,0.167175
883838122936631299,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,Noah,https://pbs.twimg.com/media/CUDigRXXIAATI_H.jpg,46860.0,10407.0,3200890.0,,2017-07-09,00:00:04,12.0,Italian_greyhound,0.618316
883360690899218434,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,Grizzwald,https://pbs.twimg.com/media/CUD3A7YWoAA82N0.jpg,37914.0,6949.0,3200890.0,floofer,2017-07-07,16:22:55,13.0,English_setter,0.32879200000000003
883117836046086144,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",None,https://pbs.twimg.com/media/CUEDSMEWEAAuXVZ.jpg,24445.0,4122.0,3200890.0,,2017-07-07,00:17:54,13.0,miniature_schnauzer,0.496953
882992080364220416,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,Rusty,https://pbs.twimg.com/media/CUELa0NUkAAscGC.jpg,28903.0,5134.0,3200890.0,,2017-07-06,15:58:11,13.0,Maltese_dog,0.359383
882762694511734784,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,Gus,https://pbs.twimg.com/media/CUES51dXIAEahyG.jpg,28382.0,6342.0,3200890.0,pupper,2017-07-06,00:46:41,12.0,Airedale,0.448459
882045870035918850,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",Koko,https://pbs.twimg.com/media/CUGlb6iUwAITEbW.jpg,24773.0,3533.0,3200890.0,,2017-07-04,01:18:17,13.0,Rottweiler,0.0624899
881666595344535552,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,Gary,https://pbs.twimg.com/media/CUHREBXXAAE6A9b.jpg,129.0,7.0,3200890.0,pupper,2017-07-03,00:11:11,13.0,golden_retriever,0.765266
881633300179243008,@roushfenway These are good dogs but 17/10 is an emotional impulse rating. More like 13/10s,None,https://pbs.twimg.com/media/CUHhgvHUAAA4aB0.jpg,50199.0,16570.0,3200890.0,,2017-07-02,21:58:53,17.0,Chesapeake_Bay_retriever,0.825678
881268444196462592,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,Elliot,https://pbs.twimg.com/media/CUHr8WbWEAEBPgf.jpg,17346.0,2886.0,3200890.0,,2017-07-01,21:49:04,12.0,Chihuahua,0.483682
880935762899988482,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,Louis,https://pbs.twimg.com/media/CUH7oLuUsAELWib.jpg,21734.0,3989.0,3200890.0,,2017-06-30,23:47:07,13.0,Chihuahua,0.959514
880872448815771648,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,None,https://pbs.twimg.com/media/CUIV6F7XIAA1tAM.jpg,29075.0,6546.0,3200890.0,,2017-06-30,19:35:32,12.0,Pembroke,0.741563
880465832366813184,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,Bella,https://pbs.twimg.com/media/CUImtzEVAAAZNJo.jpg,27640.0,4436.0,3200890.0,,2017-06-29,16:39:47,12.0,West_Highland_white_terrier,0.747713
880221127280381952,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,Jesse,https://pbs.twimg.com/media/CUIzWk_UwAAfUNq.jpg,28150.0,4533.0,3200890.0,,2017-06-29,00:27:25,12.0,toy_poodle,0.535411
880095782870896641,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,None,https://pbs.twimg.com/media/CUI6uuaW4AAvCIs.jpg,22667.0,3642.0,3200890.0,,2017-06-28,16:09:20,11.0,golden_retriever,0.471351
879862464715927552,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,Romeo,https://pbs.twimg.com/media/CUI_kHBWsAAAef5.jpg,315.0,10.0,3200890.0,,2017-06-28,00:42:13,13.0,miniature_pinscher,0.140173
879674319642796034,@RealKentMurphy 14/10 confirmed,None,https://pbs.twimg.com/media/CUJEuRIXIAAPDLt.jpg,23822.0,3323.0,3200890.0,,2017-06-27,12:14:36,14.0,giant_schnauzer,0.8412649999999999
879492040517615616,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,Bailey,https://pbs.twimg.com/media/CUJIFoJWsAAL3Dc.jpg,107956.0,45849.0,3200891.0,,2017-06-27,00:10:17,12.0,toy_poodle,0.266437
879415818425184262,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,Duddles,https://pbs.twimg.com/media/CUJJLtWWsAE-go5.jpg,17099.0,3261.0,3200891.0,,2017-06-26,19:07:24,13.0,soft-coated_wheaten_terrier,0.318981
879376492567855104,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,Jack,https://pbs.twimg.com/media/CUJK18UWEAEg7AR.jpg,0.0,7181.0,3200892.0,,2017-06-26,16:31:08,12.0,vizsla,0.25924899999999995
879008229531029506,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,Beau,https://pbs.twimg.com/media/CUJXpRBXIAAN0yz.jpg,19763.0,4319.0,3200892.0,,2017-06-25,16:07:47,13.0,Rottweiler,0.28364
878776093423087618,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,Snoopy,https://pbs.twimg.com/media/CUJfVMPXIAAgbue.jpg,30931.0,7582.0,3200892.0,,2017-06-25,00:45:22,13.0,Siberian_husky,0.694904
878604707211726852,Martha is stunning how h*ckin dare you. 13/10 https://t.co/9uABQXgjwa,None,https://pbs.twimg.com/media/CUJppKJWoAA75NP.jpg,0.0,1349.0,3200892.0,,2017-06-24,13:24:20,13.0,golden_retriever,0.462556
878281511006478336,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6",Shadow,https://pbs.twimg.com/media/CUMZnmhUEAEbtis.jpg,42876.0,7181.0,3200892.0,,2017-06-23,16:00:04,13.0,Saint_Bernard,0.381377
878057613040115712,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,Emmy,https://pbs.twimg.com/media/CUM1OHCW4AEgGSi.jpg,71144.0,17300.0,3200892.0,,2017-06-23,01:10:23,14.0,Rottweiler,0.999091
877556246731214848,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/OYdDlfOGXP,Penny,https://pbs.twimg.com/media/CUNE_OSUwAAdHhX.jpg,27907.0,5414.0,3200892.0,,2017-06-21,15:58:08,12.0,Labrador_retriever,0.8256700000000001
877316821321428993,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy https://t.co/SHRTIo5pxc",Dante,https://pbs.twimg.com/media/CUNHMXTU8AAS3HH.jpg,27755.0,5880.0,3200892.0,,2017-06-21,00:06:44,13.0,Tibetan_terrier,0.676376
877201837425926144,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y,Nelly,https://pbs.twimg.com/media/CUNU78YWEAECmpB.jpg,21125.0,3506.0,3200892.0,,2017-06-20,16:29:50,12.0,toy_poodle,0.304175
876838120628539392,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6,Ginger,https://pbs.twimg.com/media/CUNniSlUYAEj1Jl.jpg,23869.0,4800.0,3200892.0,pupper,2017-06-19,16:24:33,12.0,borzoi,0.852088
876537666061221889,I can say with the pupmost confidence that the doggos who assisted with this search are heroic as h*ck. 14/10 for all https://t.co/8yoc1CNTsu,None,https://pbs.twimg.com/media/CUNr4-7UwAAg2lq.jpg,19163.0,2511.0,3200891.0,doggo,2017-06-18,20:30:39,14.0,Chihuahua,0.143957
876484053909872640,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs,Benedict,https://pbs.twimg.com/media/CUNyHTMUYAAQVch.jpg,28490.0,4903.0,3200891.0,,2017-06-18,16:57:37,13.0,Labrador_retriever,0.996709
875747767867523072,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl https://t.co/V2WlACRJCN",Goose,https://pbs.twimg.com/media/CUN_wiBUkAAakT0.jpg,22185.0,5081.0,3200891.0,,2017-06-16,16:11:53,13.0,Italian_greyhound,0.125176
875144289856114688,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene https://t.co/ogith9ejNj,Nugget,https://pbs.twimg.com/media/CUOGUfJW4AA_eni.jpg,27997.0,6342.0,3200891.0,,2017-06-15,00:13:52,13.0,Chesapeake_Bay_retriever,0.08812239999999999
875097192612077568,You'll get your package when that precious man is done appreciating the pups. 13/10 for everyone https://t.co/PFp4MghzBW,None,https://pbs.twimg.com/media/CUOL0uGUkAAx7yh.jpg,26022.0,4922.0,3200891.0,,2017-06-14,21:06:43,13.0,golden_retriever,0.633037
875021211251597312,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck https://t.co/brCQoqc8AW,None,https://pbs.twimg.com/media/CUOPYI5UcAAj_nO.jpg,28439.0,4875.0,3200891.0,,2017-06-14,16:04:48,12.0,Pembroke,0.435254
874680097055178752,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD,Cash,https://pbs.twimg.com/media/CUOTFZOW4AABsfW.jpg,0.0,15546.0,3200891.0,,2017-06-13,17:29:20,12.0,Yorkshire_terrier,0.618957
874296783580663808,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract https://t.co/0YplNnSMEm,Jed,https://pbs.twimg.com/media/CUOaOWXWcAA0_Jy.jpg,23134.0,4125.0,3200891.0,pupper,2017-06-12,16:06:11,13.0,toy_poodle,0.787424
872967104147763200,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12/10 good to go doggo https://t.co/EMYIdoblMR,None,https://pbs.twimg.com/media/CURoLrOVEAAaWdR.jpg,15029.0,3884.0,3200891.0,doggo,2017-06-09,00:02:31,12.0,West_Highland_white_terrier,0.360465
872620804844003328,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. 13/10 love is love is love... https://t.co/lUcpnZDPz9,Monkey,https://pbs.twimg.com/media/CUSBemVUEAAn-6V.jpg,41606.0,9429.0,3200891.0,,2017-06-08,01:06:27,13.0,flat-coated_retriever,0.508392
872486979161796608,We. Only. Rate. Dogs. Do not send in other things like this fluffy floor shark clearly ready to attack. Get it together guys... 12/10 https://t.co/BZHiKx3FpQ,None,https://pbs.twimg.com/media/CUSGbXeVAAAgztZ.jpg,35085.0,6649.0,3200891.0,,2017-06-07,16:14:40,12.0,Chihuahua,0.187155
872261713294495745,This is Harry. His ears are activated one at a time. Incredibly rare to witness in person. Very special moment here. 13/10 blessed as h*ck https://t.co/ejHvGDfWoa,Harry,https://pbs.twimg.com/media/CUSeGFNW4AAyyHC.jpg,35324.0,8549.0,3200891.0,,2017-06-07,01:19:32,13.0,miniature_pinscher,0.2142
872122724285648897,This is Kody. He's a baller. Wishes he was a little bit taller. Double dribbles often. Still 12/10 would happily get dunked on https://t.co/PKSpmiefwN,Kody,https://pbs.twimg.com/media/CUS4WJ-UsAEJj10.jpg,39090.0,11918.0,3200891.0,,2017-06-06,16:07:15,12.0,malamute,0.967275
871515927908634625,This is Napolean. He's a Raggedy East Nicaraguan Zoom Zoom. Runs on one leg. Built for deception. No eyes. Good with kids. 12/10 great doggo https://t.co/PR7B7w1rUw,Napolean,https://pbs.twimg.com/media/CUTILFiWcAE8Rle.jpg,0.0,5991.0,3200891.0,doggo,2017-06-04,23:56:03,12.0,miniature_pinscher,0.106003
871102520638267392,Never doubt a doggo 14/10 https://t.co/AbBLh2FZCH,None,https://pbs.twimg.com/media/CUTPnPCW4AI7R0y.jpg,23255.0,3999.0,3200891.0,doggo,2017-06-03,20:33:19,14.0,Pomeranian,0.8004319999999999
871032628920680449,"This is Boomer. He's doing an advanced water takeoff. The opposite of Sully. Ears for control, mlem for style. 13/10 simply breathtaking https://t.co/noNpY2Laoo",Boomer,https://pbs.twimg.com/media/CUTdvAJXIAAMS4q.jpg,33791.0,6393.0,3200891.0,,2017-06-03,15:55:36,13.0,Norwegian_elkhound,0.298881
870726314365509632,@ComplicitOwl @ShopWeRateDogs &gt;10/10 is reserved for dogs,None,https://pbs.twimg.com/media/CUTpj-GWcAATc6A.jpg,12819.0,2817.0,3200891.0,,2017-06-02,19:38:25,10.0,boxer,0.196655
870656317836468226,"This is Cody. He zoomed too aggressively and tore his ACL. Happens to the best of us. Still 13/10

Help Cody here: https://t.co/4hxnDOt1CV https://t.co/42ryYRQ2Q4",Cody,https://pbs.twimg.com/media/CUTyJpHWcAATl0O.jpg,85011.0,27680.0,3200891.0,,2017-06-02,15:00:16,13.0,Labrador_retriever,0.209051
870308999962521604,"This is Rumble, but he's not ready to. Would rather fall asleep in his bath bucket. 13/10 would attempt a boop without waking https://t.co/MVQCzrF1g9",Rumble,https://pbs.twimg.com/media/CUWdPsqWcAERQVv.jpg,37771.0,8840.0,3200891.0,,2017-06-01,16:00:09,13.0,Pembroke,0.548896
869772420881756160,"This is Dewey (pronounced ""covfefe""). He's having a good walk. Arguably the best walk. 13/10 would snug softly https://t.co/HciEaJkC4D",Dewey,https://pbs.twimg.com/media/CUXSwy8W4AA6uet.jpg,29116.0,6728.0,3200891.0,,2017-05-31,04:27:59,13.0,Chihuahua,0.664834
869702957897576449,Meet Stanley. He likes road trips. Will shift for you. One ear more effective than other. 13/10 we don't leave until you buckle pup Stanley https://t.co/vmCu3PFCQq,Stanley,https://pbs.twimg.com/media/CUXj4SgXAAETlu6.jpg,16476.0,3327.0,3200891.0,,2017-05-30,23:51:58,13.0,Blenheim_spaniel,0.958402
869596645499047938,This is Scout. He just graduated. Officially a doggo now. Have fun with taxes and losing sight of your ambitions. 12/10 would throw cap for https://t.co/DsA2hwXAJo,Scout,https://pbs.twimg.com/media/CUXw3qHWoAAk8HJ.jpg,21112.0,4023.0,3200891.0,doggo,2017-05-30,16:49:31,12.0,Labrador_retriever,0.65518
869227993411051520,This is Gizmo. His favorite thing is standing pupright like a hooman. Sneaky tongue slip status achieved. 13/10 would boop well https://t.co/IoR3n1fiiQ,Gizmo,https://pbs.twimg.com/media/CUX_rAyWsAYZOQ5.jpg,55098.0,12518.0,3200891.0,,2017-05-29,16:24:37,13.0,chow,0.395101
868622495443632128,Here's a h*ckin peaceful boy. Unbothered by the comings and goings. 13/10 please reveal your wise ways https://t.co/yeaH8Ej5eM,None,https://pbs.twimg.com/media/CUYYcMfXAAAixe7.jpg,10539.0,2240.0,3200891.0,,2017-05-28,00:18:35,13.0,Chihuahua,0.7345470000000001
868552278524837888,"Say hello to Cooper. His expression is the same wet or dry. Absolute 12/10 but Coop desperately requests your help

https://t.co/ZMTE4Mr69f https://t.co/7RyeXTYLNi",Cooper,https://pbs.twimg.com/media/CUYflCXWEAAzQVu.jpg,24964.0,4439.0,3200891.0,,2017-05-27,19:39:34,12.0,Pembroke,0.0944294
867900495410671616,"Unbelievable. We only rate dogs. Please don't send in non-canines like the ""I"" from Pixar's opening credits. Thank you... 12/10 https://t.co/JMhDNv5wXZ",None,https://pbs.twimg.com/media/CUYrBNQUkAA-zx4.jpg,35179.0,7788.0,3200891.0,,2017-05-26,00:29:37,12.0,Pembroke,0.48483
867774946302451713,Meet Harold.  He's h*ckin cooperative. 13/10 good work Harold https://t.co/ZYg3NZGICa,Harold,https://pbs.twimg.com/media/CUYv4d2WUAAziXs.jpg,16755.0,2697.0,3200891.0,,2017-05-25,16:10:44,13.0,soft-coated_wheaten_terrier,0.406374
